nome;preco;genero;loja;adulta;cultivo;clima;luminosidade;umidade
Phalaenopsis Micro Especial;;outros;3;;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phymatidium falcifolium;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Alta
Pleurothallis prolifera;;outros;3;NBS;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Pleurothallis sonderana;;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;o falte umidade na planta
Pleurothallis sp n.01;;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
sophronitis brevipedunculata;;outros;3;AD;;;;
Sophronitis Cernua;;outros;3;AD;;;;
Stelis argentata;;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;
Miltassia Royal Robe;R$ 39,90;miltonia;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70 a 80%;
Miltonia Colombiana Diversas;R$ 22,90;miltonia;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70 a 80%;
Miltonia Flavescens x Onc.crispum x Onc. crispum;R$ 45,00;miltonia;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Miltonia Spectabilis;R$ 15,00;miltonia;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Miltonia Spectabilis Alba;R$ 40,00;miltonia;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Miltonia flavescens;;miltonia;3;;;;;
Miltonia Bluntii;;miltonia;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70 a 80%;
Miltonia Colombiana Bert Field Leash;;miltonia;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70 a 80%;
Miltonia Colombiana Bert Field Leash;;miltonia;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70 a 80%;
Miltonia Colombiana Diversas;;miltonia;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70 a 80%;
Miltonia Colombiana Jersey;;miltonia;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70 a 80%;
Miltonia Colombiana Rose Queen;;miltonia;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70 a 80%;
Miltonia Colombiana Second Love;;miltonia;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70 a 80%;
Miltonia Colombiana Soft White;;miltonia;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70 a 80%;
Miltonia Colombiana White Wine;;miltonia;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70 a 80%;
Miltonia Especial;;miltonia;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70 a 80%;
Miltonia Spectabilis Moreliana;;miltonia;3;NBS;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Miltonia Spectabilis Moreliana x Buntei;;miltonia;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
"Oncidium Aloha Iwanaga ""Trilabelo""";R$ 30,00;oncidium;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Miltonia Flavescens x Onc.crispum x Onc. crispum;R$ 45,00;oncidium;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Oncidium Aloha;R$ 20,00;oncidium;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Oncidium Aloha;R$ 25,00;oncidium;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Oncidium Aloha concolor;R$ 28,00;oncidium;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Oncidium Aloha KPS;R$ 20,00;oncidium;3;;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Oncidium Colibri;R$ 19,90;oncidium;3;AD;Nível de Dificuldade no Cultivo: Fáil em clima ameno. Não gosta de estufas muito quentes;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
"Oncidium equitante ""Tolumnia""";R$ 15,00;oncidium;3;;Nível de Dificuldade no Cultivo: Fácil;Clima: Vegeta bem em todo tipo de clima;Sombreamento: de 50 a 70%;Umidade no Ambiente: Alta
Oncidium Flexuosum;R$ 10,00;oncidium;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Oncidium limminghei;R$ 25,00;oncidium;3;NBS;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60 a 70%;o falte umidade na planta e no ambiente para que ela venha a desidratar
Oncidium longipes;R$ 14,00;oncidium;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Oncidium Millenium Gold;R$ 20,00;oncidium;3;NBS;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Oncidium obrisatum;R$ 20,00;oncidium;3;NBS;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Oncidium ornitorrinchum;R$ 22,00;oncidium;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Oncidium ornitorrinchum;R$ 15,00;oncidium;3;NBS;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Oncidium Sharry Baby;R$ 20,00;oncidium;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Oncidium Sharry Baby;R$ 24,00;oncidium;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Oncidium Snowflake Frozen;R$ 45,00;oncidium;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Oncidium sphacelatum;R$ 10,50;oncidium;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: de 60 a 70%;o falte umidade na planta
Oncidium Twinkle Pipoca;R$ 25,00;oncidium;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Para Presente;R$ 39,90;oncidium;3;;;;;
Para Presente;R$ 39,90;oncidium;3;;;;;
Para Presente;R$ 39,90;oncidium;3;;;;;
Para Presente;R$ 39,90;oncidium;3;;;;;
"Pague 12 leve 15 Oncidium equitante ""Tolumnia"" Diversos";R$ 180,00;oncidium;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Vegeta bem em todo tipo de clima;Sombreamento: de 50 a 70%;Umidade no Ambiente: Alta
"Pague 5 leve 6 Oncidium equitante ""Tolumnia"" Diversos";R$ 75,00;oncidium;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Vegeta bem em todo tipo de clima;Sombreamento: de 50 a 70%;Umidade no Ambiente: Alta
"Pague 5 leve 6 Oncidium equitante ""Tolumnia"" Diversos Com Flor";R$ 99,50;oncidium;3;;Nível de Dificuldade no Cultivo: Fácil;Clima: Vegeta bem em todo tipo de clima;Sombreamento: de 50 a 70%;Umidade no Ambiente: Alta
Pague 5 Leve 6 Orquideas Oncidium obrisatum;R$ 120,00;oncidium;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Compre Orquidea Oncidium Twinkle;;oncidium;3;;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Oncidium Twinkle Branco 'Fragrance Fantasy';;oncidium;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Miltonidium Ruffles;;oncidium;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Oncidium Aloha Laranja;;oncidium;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Oncidium Boso Sweet;;oncidium;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Oncidium charlesworthii;;oncidium;3;AD;Nível de Dificuldade no Cultivo: Fáil em clima ameno. Não gosta de estufas muito quentes;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Oncidium croesus x longipes;;oncidium;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Oncidium croesus x longipes;;oncidium;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Oncidium enderianum;;oncidium;3;NBS;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
"Oncidium equitante ""Tolumnia"" Diversos";;oncidium;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Vegeta bem em todo tipo de clima;Sombreamento: de 50 a 70%;Umidade no Ambiente: Alta
Oncidium hidrophyllum x Rodriguezia lanceolata;;oncidium;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Alta
Oncidium hidrophyllum x Rodriguezia lanceolata;;oncidium;3;NBS;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Alta
Oncidium Lanceanum;;oncidium;3;;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Oncidium Leopoldo;;oncidium;3;AD;Nível de Dificuldade no Cultivo: Fáil em clima ameno. Não gosta de estufas muito quentes;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Oncidium obrisatum;;oncidium;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Oncidium ornitorrinchum;;oncidium;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Oncidium ottonis;;oncidium;3;AD;;;;
Oncidium Pagans Scent Hanna;;oncidium;3;AD;Nível de Dificuldade no Cultivo: Fáil em clima ameno. Não gosta de estufas muito quentes;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Oncidium phymatochilum;;oncidium;3;;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Oncidium raniferum;;oncidium;3;NBS;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Oncidium truliferum;;oncidium;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Oncidium Twinkle Amarelo;;oncidium;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Oncidium Twinkle Amarelo;;oncidium;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Oncidium Twinkle Red;;oncidium;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Oncidium Twinkle Red;;oncidium;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Oncidium varicosum Baldin;;oncidium;3;AD;;;ou com sombra moderada;
Oncidium volcano hula halau;;oncidium;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Oncidium Witch's Jewel;;oncidium;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Dendrobium agregatum;R$ 28,00;dendrobium;3;;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Dendrobium anceps;R$ 18,00;dendrobium;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Cachepo em Leque 02;R$ 2,50;dendrobium;3;;;;;
Cachepo em Leque 02 06 Pecas;R$ 13,50;dendrobium;3;;;;;
Cachepo em Leque 02 12 Pecas;R$ 27,00;dendrobium;3;;;;;
Cachepo em Leque 02 24 Pecas;R$ 48,00;dendrobium;3;;;;;
Cachepo em Leque 01;R$ 2,00;dendrobium;3;;;;;
Cachepo em Leque 03;R$ 3,00;dendrobium;3;;;;;
Dendrobium anosmum Albo;R$ 35,00;dendrobium;3;NBS;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Dendrobium anosmum Tipo;R$ 18,00;dendrobium;3;NBS;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Dendrobium aphyllum;R$ 30,00;dendrobium;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Dendrobium chrysotoxum;R$ 35,00;dendrobium;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Dendrobium farmeri-thyrsiflorum;R$ 60,00;dendrobium;3;NBS;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Dendrobium fimbriatum var. oculatum;R$ 13,50;dendrobium;3;;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70% ;Umidade no Ambiente: Média
Dendrobium fimbriatum var. oculatum;R$ 35,00;dendrobium;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70% ;Umidade no Ambiente: Média
Dendrobium fimbriatum var. oculatum;R$ 24,00;dendrobium;3;NBS;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70% ;Umidade no Ambiente: Média
Dendrobium Gatton Sunray;R$ 45,00;dendrobium;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70% ;Umidade no Ambiente: Média
Dendrobium Gatton x chrysotoxum;R$ 30,00;dendrobium;3;AD;;;;
Dendrobium jenkinsii Wallich;R$ 20,00;dendrobium;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Dendrobium kingianum alba;R$ 25,00;dendrobium;3;NBS;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: de 60 a 70%;o falte umidade na planta
Dendrobium kingianum;R$ 15,00;dendrobium;3;NBS;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: de 60 a 70%;o falte umidade na planta
Dendrobium loddigesii;R$ 10,00;dendrobium;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70% ;Umidade no Ambiente: Média
Dendrobium loddigesii;R$ 15,00;dendrobium;3;;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70% ;Umidade no Ambiente: Média
Pague 5 leve 6 Orquidea Dendrobium loddigesii;R$ 49,50;dendrobium;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70% ;Umidade no Ambiente: Média
Pague 12 leve 15 Orquidea Dendrobium loddigesii;R$ 154,80;dendrobium;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70% ;Umidade no Ambiente: Média
Dendrobium loddigesii;R$ 15,00;dendrobium;3;;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70% ;Umidade no Ambiente: Média
Dendrobium moschatum;R$ 35,00;dendrobium;3;;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70% ;Umidade no Ambiente: Média
Dendrobium Nobile Amarelo;R$ 14,90;dendrobium;3;;Nível de Dificuldade no Cultivo: Fácil;;Sombreamento: de 50 a 60%;Umidade no Ambiente: Média 
Dendrobium Nobile Amarelo;R$ 14,90;dendrobium;3;;Nível de Dificuldade no Cultivo: Fácil;;Sombreamento: de 50 a 60%;Umidade no Ambiente: Média 
Dendrobium Nobile Branco;R$ 14,90;dendrobium;3;;Nível de Dificuldade no Cultivo: Fácil;;Sombreamento: de 50 a 60%;Umidade no Ambiente: Média 
Dendrobium Nobile Diversos;R$ 19,90;dendrobium;3;AD;Nível de Dificuldade no Cultivo: Fácil;;Sombreamento: de 50 a 60%;Umidade no Ambiente: Média 
Dendrobium Nobile Diversos;R$ 119,00;dendrobium;3;NBS;Nível de Dificuldade no Cultivo: Fácil;;Sombreamento: de 50 a 60%;Umidade no Ambiente: Média 
Dendrobium Nobile Diversos;R$ 178,50;dendrobium;3;NBS;Nível de Dificuldade no Cultivo: Fácil;;Sombreamento: de 50 a 60%;Umidade no Ambiente: Média 
Dendrobium Nobile Diversos;R$ 59,90;dendrobium;3;NBS;Nível de Dificuldade no Cultivo: Fácil;;Sombreamento: de 50 a 60%;Umidade no Ambiente: Média 
Dendrobium Nobile Lilas;R$ 14,90;dendrobium;3;;Nível de Dificuldade no Cultivo: Fácil;;Sombreamento: de 50 a 60%;Umidade no Ambiente: Média 
Dendrobium Nobile Lilas;R$ 14,90;dendrobium;3;;Nível de Dificuldade no Cultivo: Fácil;;Sombreamento: de 50 a 60%;Umidade no Ambiente: Média 
Dendrobium Nobile Lilas;R$ 14,90;dendrobium;3;;Nível de Dificuldade no Cultivo: Fácil;;Sombreamento: de 50 a 60%;Umidade no Ambiente: Média 
Dendrobium Nobile Rosa;R$ 14,90;dendrobium;3;;Nível de Dificuldade no Cultivo: Fácil;;Sombreamento: de 50 a 60%;Umidade no Ambiente: Média 
Dendrobium Nobile Rosa;R$ 14,90;dendrobium;3;;Nível de Dificuldade no Cultivo: Fácil;;Sombreamento: de 50 a 60%;Umidade no Ambiente: Média 
Dendrobium parish;R$ 40,00;dendrobium;3;AD;Nível de Dificuldade no Cultivo: Fácil;;Sombreamento: de 50 a 60%;Umidade no Ambiente: Média 
Beallara Tahoma Glacier;R$ 30,00;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Brassidium Kenneth Bivin;R$ 29,90;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: de 60 a 70%;o falte umidade na planta
Cymbidium Laranja;R$ 45,00;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;;Sombreamento: 50%;
Cymbidium Painted Rose;R$ 45,00;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;;Sombreamento: 50%;
Cymbidium Pink Blanket;R$ 45,00;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;;Sombreamento: 50%;
Odontoglossum;R$ 29,90;outros;3;;Nível de Dificuldade no Cultivo: Fáil em clima ameno. Não gosta de estufas muito quentes;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Oncidium Aloha;R$ 25,00;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Oncidium Sharry Baby;R$ 24,00;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Pague 5 leve 6 Oncidium Aloha;R$ 100,00;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
"Pague 5 leve 6 Oncidium equitante ""Tolumnia"" Diversos Com Flor";R$ 99,50;outros;3;;Nível de Dificuldade no Cultivo: Fácil;Clima: Vegeta bem em todo tipo de clima;Sombreamento: de 50 a 70%;Umidade no Ambiente: Alta
Cattleya Meristema;;outros;3;;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Portia Tipo Com Espata/Botao;;outros;3;;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Compre Orquidea Oncidium Twinkle;;outros;3;;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Conjunto Com 4 Orquideas Phalaenopsis 01;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Conjunto Com 4 Orquideas Phalaenopsis 02;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Conjunto Com 4 Orquideas Phalaenopsis Especiais Mini;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Conjunto Com 4 Orquideas Phalaenopsis Mini;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Angraecum eburneum x sesquipedale;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Chia Lin `New City;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
"Blc. Tzeng Wen ""Beauty Bright""";;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Bulbophyllum buffo;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya bowringeana tipo;;outros;3;AD;;;;
Cattleya chocoensis;;outros;3;;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Hawkinsara Sogo Doll 'Little Angel';;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Hibrida Com Botao Floral;;outros;3;;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya loddigesii;;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Nobiles Confetti;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
"Cattleychea Siam Jade ""Avo""";;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Cirrhopetalum Louis Sander Botao / Flor;;outros;3;;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Colmanara Diversas Cores Com Flor;;outros;3;;Nível de Dificuldade no Cultivo: Fáil em clima ameno. Não gosta de estufas muito quentes;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Cymbidium Diversas Cores;;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;;Sombreamento: 50%;
Dendrobium agregatum;;outros;3;;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Dendrobium chrysotoxum;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Dendrobium farmeri-thyrsiflorum;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Dendrobium Nobile Diversos;;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;;Sombreamento: de 50 a 60%;Umidade no Ambiente: Média 
Dendrobium Nobile Orange Tower;;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;;Sombreamento: de 50 a 60%;Umidade no Ambiente: Média 
"Dendrobium Stardust ""Fire Bird""";;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
"Dendrobium Stardust ""Rainbow Dance""";;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Dendrobium Thyrsiflorum;;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Dracula mopsus;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;;Sombreamento: 70%;Umidade no Ambiente: Alta
Exotica Phalaenopsis Especial 37;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Havaiana Odontocidium Red Wasp Aromatic;;outros;3;AD;Nível de Dificuldade no Cultivo: Fáil em clima ameno. Não gosta de estufas muito quentes;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Maxillaria tenuefolia;;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70 a 80%;
Miltonia Colombiana Bert Field Leash;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70 a 80%;
Miltonia Colombiana Diversas;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70 a 80%;
Miltonia Colombiana Rose Queen;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70 a 80%;
Miltonia Colombiana Second Love;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70 a 80%;
Miltonia Colombiana Soft White;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70 a 80%;
Miltonidium Cleo's Pride;;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: de 60 a 70%;o falte umidade na planta
Mycaranthes stricta;;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Mystic Maze;;outros;3;AD;;;;
Odontocidium Catatante;;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
